regcode,provcode,citycode,cityname,nscb_city_code,nscb_city_name,addedby,UserLevelID,dateupdated,status
03,0377,037706,DIPACULAO,NULL,NULL,NULL,NULL,NULL,NULL
03,0377,037707,MARIA AURORA,NULL,NULL,NULL,NULL,NULL,NULL
03,0377,037708,SAN LUIS,NULL,NULL,NULL,NULL,NULL,NULL
04,0410,041001,AGONCILLO,NULL,NULL,NULL,NULL,NULL,NULL
04,0410,041002,ALITAGTAG,NULL,NULL,NULL,NULL,NULL,NULL
04,0410,041003,BALAYAN,NULL,NULL,NULL,NULL,NULL,NULL
04,0410,041004,BALETE,NULL,NULL,NULL,NULL,NULL,NULL
04,0410,041005,BATANGAS CITY (Capital),NULL,NULL,NULL,NULL,NULL,NULL
04,0410,041006,BAUAN,NULL,NULL,NULL,NULL,NULL,NULL
04,0410,041007,CALACA,NULL,NULL,NULL,NULL,NULL,NULL
04,0410,041008,CALATAGAN,NULL,NULL,NULL,NULL,NULL,NULL
04,0410,041009,CUENCA,NULL,NULL,NULL,NULL,NULL,NULL
04,0410,041010,IBAAN,NULL,NULL,NULL,NULL,NULL,NULL
04,0410,041011,LAUREL,NULL,NULL,NULL,NULL,NULL,NULL
04,0410,041012,LEMERY,NULL,NULL,NULL,NULL,NULL,NULL
04,0410,041013,LIAN,NULL,NULL,NULL,NULL,NULL,NULL
04,0410,041014,LIPA CITY,NULL,NULL,NULL,NULL,NULL,NULL
04,0410,041015,LOBO,NULL,NULL,NULL,NULL,NULL,NULL
04,0410,041016,MABINI,NULL,NULL,NULL,NULL,NULL,NULL
04,0410,041017,MALVAR,NULL,NULL,NULL,NULL,NULL,NULL
04,0410,041018,MATAAS NA KAHOY,NULL,NULL,NULL,NULL,NULL,NULL
04,0410,041019,NASUGBU,NULL,NULL,NULL,NULL,NULL,NULL
04,0410,041020,PADRE GARCIA,NULL,NULL,NULL,NULL,NULL,NULL
04,0410,041021,ROSARIO,NULL,NULL,NULL,NULL,NULL,NULL
04,0410,041022,SAN JOSE,NULL,NULL,NULL,NULL,NULL,NULL
04,0410,041023,SAN JUAN,NULL,NULL,NULL,NULL,NULL,NULL
04,0410,041024,SAN LUIS,NULL,NULL,NULL,NULL,NULL,NULL
04,0410,041025,SAN NICOLAS,NULL,NULL,NULL,NULL,NULL,NULL
04,0410,041026,SAN PASCUAL,NULL,NULL,NULL,NULL,NULL,NULL
04,0410,041027,SANTA TERESITA,NULL,NULL,NULL,NULL,NULL,NULL
04,0410,041028,SANTO TOMAS,NULL,NULL,NULL,NULL,NULL,NULL
04,0410,041029,TAAL,NULL,NULL,NULL,NULL,NULL,NULL
04,0410,041030,TALISAY,NULL,NULL,NULL,NULL,NULL,NULL
04,0410,041031,CITY OF TANAUAN,NULL,NULL,NULL,NULL,NULL,NULL
04,0410,041032,TAYSAN,NULL,NULL,NULL,NULL,NULL,NULL
04,0410,041033,TINGLOY,NULL,NULL,NULL,NULL,NULL,NULL
04,0410,041034,TUY,NULL,NULL,NULL,NULL,NULL,NULL
04,0421,042101,ALFONSO,NULL,NULL,NULL,NULL,NULL,NULL
04,0421,042102,AMADEO,NULL,NULL,NULL,NULL,NULL,NULL
04,0421,042103,BACOOR,NULL,NULL,NULL,NULL,NULL,NULL
04,0421,042104,CARMONA,NULL,NULL,NULL,NULL,NULL,NULL
04,0421,042105,CAVITE CITY,NULL,NULL,NULL,NULL,NULL,NULL
04,0421,042106,DASMARIAS,NULL,NULL,NULL,NULL,NULL,NULL
04,0421,042107,GENERAL EMILIO AGUINALDO,NULL,NULL,NULL,NULL,NULL,NULL
04,0421,042108,GENERAL TRIAS,NULL,NULL,NULL,NULL,NULL,NULL
04,0421,042109,IMUS,NULL,NULL,NULL,NULL,NULL,NULL
04,0421,042110,INDANG,NULL,NULL,NULL,NULL,NULL,NULL
04,0421,042111,KAWIT,NULL,NULL,NULL,NULL,NULL,NULL
04,0421,042112,MAGALLANES,NULL,NULL,NULL,NULL,NULL,NULL
04,0421,042113,MARAGONDON,NULL,NULL,NULL,NULL,NULL,NULL
04,0421,042114,MENDEZ (MENDEZ-NUEZ),NULL,NULL,NULL,NULL,NULL,NULL
04,0421,042115,NAIC,NULL,NULL,NULL,NULL,NULL,NULL
04,0421,042116,NOVELETA,NULL,NULL,NULL,NULL,NULL,NULL
04,0421,042117,ROSARIO,NULL,NULL,NULL,NULL,NULL,NULL
04,0421,042118,SILANG,NULL,NULL,NULL,NULL,NULL,NULL
04,0421,042119,TAGAYTAY CITY,NULL,NULL,NULL,NULL,NULL,NULL
04,0421,042120,TANZA,NULL,NULL,NULL,NULL,NULL,NULL
04,0421,042121,TERNATE,NULL,NULL,NULL,NULL,NULL,NULL
04,0421,042122,TRECE MARTIRES CITY (Capital),NULL,NULL,NULL,NULL,NULL,NULL
04,0421,042123,GEN. MARIANO ALVAREZ,NULL,NULL,NULL,NULL,NULL,NULL
04,0434,043401,ALAMINOS,NULL,NULL,NULL,NULL,NULL,NULL
04,0434,043402,BAY,NULL,NULL,NULL,NULL,NULL,NULL
04,0434,043403,BIAN,NULL,NULL,NULL,NULL,NULL,NULL
04,0434,043404,CABUYAO,NULL,NULL,NULL,NULL,NULL,NULL
04,0434,043405,CITY OF CALAMBA,NULL,NULL,NULL,NULL,NULL,NULL
04,0434,043406,CALAUAN,NULL,NULL,NULL,NULL,NULL,NULL
04,0434,043407,CAVINTI,NULL,NULL,NULL,NULL,NULL,NULL
04,0434,043408,FAMY,NULL,NULL,NULL,NULL,NULL,NULL
04,0434,043409,KALAYAAN,NULL,NULL,NULL,NULL,NULL,NULL
04,0434,043410,LILIW,NULL,NULL,NULL,NULL,NULL,NULL
04,0434,043411,LOS BAOS,NULL,NULL,NULL,NULL,NULL,NULL
04,0434,043412,LUISIANA,NULL,NULL,NULL,NULL,NULL,NULL
04,0434,043413,LUMBAN,NULL,NULL,NULL,NULL,NULL,NULL
04,0434,043414,MABITAC,NULL,NULL,NULL,NULL,NULL,NULL
04,0434,043415,MAGDALENA,NULL,NULL,NULL,NULL,NULL,NULL
04,0434,043416,MAJAYJAY,NULL,NULL,NULL,NULL,NULL,NULL
04,0434,043417,NAGCARLAN,NULL,NULL,NULL,NULL,NULL,NULL
04,0434,043418,PAETE,NULL,NULL,NULL,NULL,NULL,NULL
04,0434,043419,PAGSANJAN,NULL,NULL,NULL,NULL,NULL,NULL
04,0434,043420,PAKIL,NULL,NULL,NULL,NULL,NULL,NULL
04,0434,043421,PANGIL,NULL,NULL,NULL,NULL,NULL,NULL
04,0434,043422,PILA,NULL,NULL,NULL,NULL,NULL,NULL
04,0434,043423,RIZAL,NULL,NULL,NULL,NULL,NULL,NULL
04,0434,043424,SAN PABLO CITY,NULL,NULL,NULL,NULL,NULL,NULL
04,0434,043425,SAN PEDRO,NULL,NULL,NULL,NULL,NULL,NULL
04,0434,043426,SANTA CRUZ (Capital),NULL,NULL,NULL,NULL,NULL,NULL
04,0434,043427,SANTA MARIA,NULL,NULL,NULL,NULL,NULL,NULL
04,0434,043428,SANTA ROSA,NULL,NULL,NULL,NULL,NULL,NULL
04,0434,043429,SINILOAN,NULL,NULL,NULL,NULL,NULL,NULL
04,0434,043430,VICTORIA,NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045601,AGDANGAN,NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045602,ALABAT,NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045603,ATIMONAN,NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045605,BUENAVISTA,NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045606,BURDEOS,NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045607,CALAUAG,NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045608,CANDELARIA,NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045610,CATANAUAN,NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045615,DOLORES,NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045616,GENERAL LUNA,NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045617,GENERAL NAKAR,NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045618,GUINAYANGAN,NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045619,GUMACA,NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045620,INFANTA,NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045621,JOMALIG,NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045622,LOPEZ,NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045623,LUCBAN,NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045624,LUCENA CITY (Capital),NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045625,MACALELON,NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045627,MAUBAN,NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045628,MULANAY,NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045629,PADRE BURGOS,NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045630,PAGBILAO,NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045631,PANUKULAN,NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045632,PATNANUNGAN,NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045633,PEREZ,NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045634,PITOGO,NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045635,PLARIDEL,NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045636,POLILLO,NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045637,QUEZON,NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045638,REAL,NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045639,SAMPALOC,NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045640,SAN ANDRES,NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045641,SAN ANTONIO,NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045642,SAN FRANCISCO (AURORA),NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045644,SAN NARCISO,NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045645,SARIAYA,NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045646,TAGKAWAYAN,NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045647,TAYABAS,NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045648,TIAONG,NULL,NULL,NULL,NULL,NULL,NULL
04,0456,045649,UNISAN,NULL,NULL,NULL,NULL,NULL,NULL
04,0458,045801,ANGONO,NULL,NULL,NULL,NULL,NULL,NULL
04,0458,045802,CITY OF ANTIPOLO,NULL,NULL,NULL,NULL,NULL,NULL
04,0458,045803,BARAS,NULL,NULL,NULL,NULL,NULL,NULL
04,0458,045804,BINANGONAN,NULL,NULL,NULL,NULL,NULL,NULL
04,0458,045805,CAINTA,NULL,NULL,NULL,NULL,NULL,NULL
04,0458,045806,CARDONA,NULL,NULL,NULL,NULL,NULL,NULL
04,0458,045807,JALA-JALA,NULL,NULL,NULL,NULL,NULL,NULL
04,0458,045808,RODRIGUEZ (MONTALBAN),NULL,NULL,NULL,NULL,NULL,NULL
04,0458,045809,MORONG,NULL,NULL,NULL,NULL,NULL,NULL
04,0458,045810,PILILLA,NULL,NULL,NULL,NULL,NULL,NULL
04,0458,045811,SAN MATEO,NULL,NULL,NULL,NULL,NULL,NULL
04,0458,045812,TANAY,NULL,NULL,NULL,NULL,NULL,NULL
04,0458,045813,TAYTAY,NULL,NULL,NULL,NULL,NULL,NULL
04,0458,045814,TERESA,NULL,NULL,NULL,NULL,NULL,NULL
05,0505,050501,BACACAY,NULL,NULL,NULL,NULL,NULL,NULL
05,0505,050502,CAMALIG,NULL,NULL,NULL,NULL,NULL,NULL
05,0505,050503,DARAGA (LOCSIN),NULL,NULL,NULL,NULL,NULL,NULL
05,0505,050504,GUINOBATAN,NULL,NULL,NULL,NULL,NULL,NULL
05,0505,050505,JOVELLAR,NULL,NULL,NULL,NULL,NULL,NULL
05,0505,050506,LEGAZPI CITY  (Capital),NULL,NULL,NULL,NULL,NULL,NULL
05,0505,050507,LIBON,NULL,NULL,NULL,NULL,NULL,NULL
05,0505,050508,CITY OF LIGAO,NULL,NULL,NULL,NULL,NULL,NULL
05,0505,050509,MALILIPOT,NULL,NULL,NULL,NULL,NULL,NULL
05,0505,050510,MALINAO,NULL,NULL,NULL,NULL,NULL,NULL
05,0505,050511,MANITO,NULL,NULL,NULL,NULL,NULL,NULL
05,0505,050512,OAS,NULL,NULL,NULL,NULL,NULL,NULL
05,0505,050513,PIO DURAN,NULL,NULL,NULL,NULL,NULL,NULL
05,0505,050514,POLANGUI,NULL,NULL,NULL,NULL,NULL,NULL
05,0505,050515,RAPU-RAPU,NULL,NULL,NULL,NULL,NULL,NULL
05,0505,050516,SANTO DOMINGO (LIBOG),NULL,NULL,NULL,NULL,NULL,NULL
05,0505,050517,CITY OF TABACO,NULL,NULL,NULL,NULL,NULL,NULL
05,0505,050518,TIWI,NULL,NULL,NULL,NULL,NULL,NULL
05,0516,051601,BASUD,NULL,NULL,NULL,NULL,NULL,NULL
05,0516,051602,CAPALONGA,NULL,NULL,NULL,NULL,NULL,NULL
05,0516,051603,DAET (Capital),NULL,NULL,NULL,NULL,NULL,NULL
05,0516,051604,SAN LORENZO RUIZ (IMELDA),NULL,NULL,NULL,NULL,NULL,NULL
05,0516,051605,JOSE PANGANIBAN,NULL,NULL,NULL,NULL,NULL,NULL
05,0516,051606,LABO,NULL,NULL,NULL,NULL,NULL,NULL
05,0516,051607,MERCEDES,NULL,NULL,NULL,NULL,NULL,NULL
05,0516,051608,PARACALE,NULL,NULL,NULL,NULL,NULL,NULL
05,0516,051609,SAN VICENTE,NULL,NULL,NULL,NULL,NULL,NULL
05,0516,051610,SANTA ELENA,NULL,NULL,NULL,NULL,NULL,NULL
05,0516,051611,TALISAY,NULL,NULL,NULL,NULL,NULL,NULL
05,0516,051612,VINZONS,NULL,NULL,NULL,NULL,NULL,NULL
05,0517,051701,BAAO,NULL,NULL,NULL,NULL,NULL,NULL
05,0517,051702,BALATAN,NULL,NULL,NULL,NULL,NULL,NULL
05,0517,051703,BATO,NULL,NULL,NULL,NULL,NULL,NULL
05,0517,051704,BOMBON,NULL,NULL,NULL,NULL,NULL,NULL
05,0517,051705,BUHI,NULL,NULL,NULL,NULL,NULL,NULL
05,0517,051706,BULA,NULL,NULL,NULL,NULL,NULL,NULL
05,0517,051707,CABUSAO,NULL,NULL,NULL,NULL,NULL,NULL
05,0517,051708,CALABANGA,NULL,NULL,NULL,NULL,NULL,NULL
05,0517,051709,CAMALIGAN,NULL,NULL,NULL,NULL,NULL,NULL
05,0517,051710,CANAMAN,NULL,NULL,NULL,NULL,NULL,NULL
05,0517,051711,CARAMOAN,NULL,NULL,NULL,NULL,NULL,NULL
05,0517,051712,DEL GALLEGO,NULL,NULL,NULL,NULL,NULL,NULL
05,0517,051713,GAINZA,NULL,NULL,NULL,NULL,NULL,NULL
05,0517,051714,GARCHITORENA,NULL,NULL,NULL,NULL,NULL,NULL
05,0517,051715,GOA,NULL,NULL,NULL,NULL,NULL,NULL
05,0517,051716,IRIGA CITY,NULL,NULL,NULL,NULL,NULL,NULL
05,0517,051717,LAGONOY,NULL,NULL,NULL,NULL,NULL,NULL
05,0517,051718,LIBMANAN,NULL,NULL,NULL,NULL,NULL,NULL
05,0517,051719,LUPI,NULL,NULL,NULL,NULL,NULL,NULL
05,0517,051720,MAGARAO,NULL,NULL,NULL,NULL,NULL,NULL
05,0517,051721,MILAOR,NULL,NULL,NULL,NULL,NULL,NULL
05,0517,051722,MINALABAC,NULL,NULL,NULL,NULL,NULL,NULL
05,0517,051723,NABUA,NULL,NULL,NULL,NULL,NULL,NULL
05,0517,051724,NAGA CITY,NULL,NULL,NULL,NULL,NULL,NULL
05,0517,051725,OCAMPO,NULL,NULL,NULL,NULL,NULL,NULL
05,0517,051726,PAMPLONA,NULL,NULL,NULL,NULL,NULL,NULL
05,0517,051727,PASACAO,NULL,NULL,NULL,NULL,NULL,NULL
05,0517,051728,PILI (Capital),NULL,NULL,NULL,NULL,NULL,NULL
05,0517,051729,PRESENTACION (PARUBCAN),NULL,NULL,NULL,NULL,NULL,NULL
05,0517,051730,RAGAY,NULL,NULL,NULL,NULL,NULL,NULL
05,0517,051731,SAGAY,NULL,NULL,NULL,NULL,NULL,NULL
05,0517,051732,SAN FERNANDO,NULL,NULL,NULL,NULL,NULL,NULL
05,0517,051733,SAN JOSE,NULL,NULL,NULL,NULL,NULL,NULL
05,0517,051734,SIPOCOT,NULL,NULL,NULL,NULL,NULL,NULL
05,0517,051735,SIRUMA,NULL,NULL,NULL,NULL,NULL,NULL
05,0517,051736,TIGAON,NULL,NULL,NULL,NULL,NULL,NULL
05,0517,051737,TINAMBAC,NULL,NULL,NULL,NULL,NULL,NULL
05,0520,052001,BAGAMANOC,NULL,NULL,NULL,NULL,NULL,NULL
05,0520,052002,BARAS,NULL,NULL,NULL,NULL,NULL,NULL
05,0520,052003,BATO,NULL,NULL,NULL,NULL,NULL,NULL
05,0520,052004,CARAMORAN,NULL,NULL,NULL,NULL,NULL,NULL
05,0520,052005,GIGMOTO,NULL,NULL,NULL,NULL,NULL,NULL
05,0520,052006,PANDAN,NULL,NULL,NULL,NULL,NULL,NULL
05,0520,052007,PANGANIBAN (PAYO),NULL,NULL,NULL,NULL,NULL,NULL
05,0520,052008,SAN ANDRES (CALOLBON),NULL,NULL,NULL,NULL,NULL,NULL
05,0520,052009,SAN MIGUEL,NULL,NULL,NULL,NULL,NULL,NULL
05,0520,052010,VIGA,NULL,NULL,NULL,NULL,NULL,NULL
05,0520,052011,VIRAC (Capital),NULL,NULL,NULL,NULL,NULL,NULL
05,0541,054101,AROROY,NULL,NULL,NULL,NULL,NULL,NULL
05,0541,054102,BALENO,NULL,NULL,NULL,NULL,NULL,NULL
05,0541,054103,BALUD,NULL,NULL,NULL,NULL,NULL,NULL
05,0541,054104,BATUAN,NULL,NULL,NULL,NULL,NULL,NULL
05,0541,054105,CATAINGAN,NULL,NULL,NULL,NULL,NULL,NULL
05,0541,054106,CAWAYAN,NULL,NULL,NULL,NULL,NULL,NULL
05,0541,054107,CLAVERIA,NULL,NULL,NULL,NULL,NULL,NULL
05,0541,054108,DIMASALANG,NULL,NULL,NULL,NULL,NULL,NULL
05,0541,054109,ESPERANZA,NULL,NULL,NULL,NULL,NULL,NULL
05,0541,054110,MANDAON,NULL,NULL,NULL,NULL,NULL,NULL
05,0541,054111,CITY OF MASBATE (Capital),NULL,NULL,NULL,NULL,NULL,NULL
05,0541,054112,MILAGROS,NULL,NULL,NULL,NULL,NULL,NULL
05,0541,054113,MOBO,NULL,NULL,NULL,NULL,NULL,NULL
05,0541,054114,MONREAL,NULL,NULL,NULL,NULL,NULL,NULL
05,0541,054115,PALANAS,NULL,NULL,NULL,NULL,NULL,NULL
05,0541,054116,PIO V. CORPUZ (LIMBUHAN),NULL,NULL,NULL,NULL,NULL,NULL
05,0541,054117,PLACER,NULL,NULL,NULL,NULL,NULL,NULL
05,0541,054118,SAN FERNANDO,NULL,NULL,NULL,NULL,NULL,NULL
05,0541,054119,SAN JACINTO,NULL,NULL,NULL,NULL,NULL,NULL
05,0541,054120,SAN PASCUAL,NULL,NULL,NULL,NULL,NULL,NULL
05,0541,054121,USON,NULL,NULL,NULL,NULL,NULL,NULL
05,0562,056202,BARCELONA,NULL,NULL,NULL,NULL,NULL,NULL
05,0562,056203,BULAN,NULL,NULL,NULL,NULL,NULL,NULL
05,0562,056204,BULUSAN,NULL,NULL,NULL,NULL,NULL,NULL
05,0562,056205,CASIGURAN,NULL,NULL,NULL,NULL,NULL,NULL
05,0562,056206,CASTILLA,NULL,NULL,NULL,NULL,NULL,NULL
05,0562,056207,DONSOL,NULL,NULL,NULL,NULL,NULL,NULL
05,0562,056208,GUBAT,NULL,NULL,NULL,NULL,NULL,NULL
05,0562,056209,IROSIN,NULL,NULL,NULL,NULL,NULL,NULL
05,0562,056210,JUBAN,NULL,NULL,NULL,NULL,NULL,NULL
05,0562,056211,MAGALLANES (34 BRGYS),NULL,NULL,NULL,NULL,NULL,NULL
05,0562,056212,MATNOG,NULL,NULL,NULL,NULL,NULL,NULL
05,0562,056213,PILAR,NULL,NULL,NULL,NULL,NULL,NULL
05,0562,056214,PRIETO DIAZ,NULL,NULL,NULL,NULL,NULL,NULL
05,0562,056215,SANTA MAGDALENA,NULL,NULL,NULL,NULL,NULL,NULL
05,0562,056216,CITY OF SORSOGON (Capital),NULL,NULL,NULL,NULL,NULL,NULL
06,0604,060401,ALTAVAS,NULL,NULL,NULL,NULL,NULL,NULL
06,0604,060402,BALETE,NULL,NULL,NULL,NULL,NULL,NULL
06,0604,060403,BANGA,NULL,NULL,NULL,NULL,NULL,NULL
06,0604,060404,BATAN,NULL,NULL,NULL,NULL,NULL,NULL
06,0604,060405,BURUANGA,NULL,NULL,NULL,NULL,NULL,NULL
06,0604,060406,IBAJAY,NULL,NULL,NULL,NULL,NULL,NULL
06,0604,060407,KALIBO (Capital),NULL,NULL,NULL,NULL,NULL,NULL
06,0604,060408,LEZO,NULL,NULL,NULL,NULL,NULL,NULL
06,0604,060409,LIBACAO,NULL,NULL,NULL,NULL,NULL,NULL
06,0604,060410,MADALAG,NULL,NULL,NULL,NULL,NULL,NULL
06,0604,060411,MAKATO,NULL,NULL,NULL,NULL,NULL,NULL
06,0604,060412,MALAY,NULL,NULL,NULL,NULL,NULL,NULL
06,0604,060413,MALINAO,NULL,NULL,NULL,NULL,NULL,NULL
06,0604,060414,NABAS,NULL,NULL,NULL,NULL,NULL,NULL
06,0604,060415,NEW WASHINGTON,NULL,NULL,NULL,NULL,NULL,NULL
06,0604,060416,NUMANCIA,NULL,NULL,NULL,NULL,NULL,NULL
06,0604,060417,TANGALAN,NULL,NULL,NULL,NULL,NULL,NULL
06,0606,060601,ANINI-Y,NULL,NULL,NULL,NULL,NULL,NULL
06,0606,060602,BARBAZA,NULL,NULL,NULL,NULL,NULL,NULL
06,0606,060603,BELISON,NULL,NULL,NULL,NULL,NULL,NULL
06,0606,060604,BUGASONG,NULL,NULL,NULL,NULL,NULL,NULL
06,0606,060605,CALUYA,NULL,NULL,NULL,NULL,NULL,NULL
06,0606,060606,CULASI,NULL,NULL,NULL,NULL,NULL,NULL
06,0606,060607,TOBIAS FORNIER (DAO),NULL,NULL,NULL,NULL,NULL,NULL
06,0606,060608,HAMTIC,NULL,NULL,NULL,NULL,NULL,NULL
06,0606,060609,LAUA-AN,NULL,NULL,NULL,NULL,NULL,NULL
06,0606,060610,LIBERTAD,NULL,NULL,NULL,NULL,NULL,NULL
06,0606,060611,PANDAN,NULL,NULL,NULL,NULL,NULL,NULL
06,0606,060612,PATNONGON,NULL,NULL,NULL,NULL,NULL,NULL
06,0606,060613,SAN JOSE (Capital),NULL,NULL,NULL,NULL,NULL,NULL
06,0606,060614,SAN REMIGIO,NULL,NULL,NULL,NULL,NULL,NULL
06,0606,060615,SEBASTE,NULL,NULL,NULL,NULL,NULL,NULL
06,0606,060616,SIBALOM,NULL,NULL,NULL,NULL,NULL,NULL
06,0606,060617,TIBIAO,NULL,NULL,NULL,NULL,NULL,NULL
06,0606,060618,VALDERRAMA,NULL,NULL,NULL,NULL,NULL,NULL
06,0619,061901,CUARTERO,NULL,NULL,NULL,NULL,NULL,NULL
06,0619,061902,DAO,NULL,NULL,NULL,NULL,NULL,NULL
06,0619,061903,DUMALAG,NULL,NULL,NULL,NULL,NULL,NULL
06,0619,061904,DUMARAO,NULL,NULL,NULL,NULL,NULL,NULL
06,0619,061905,IVISAN,NULL,NULL,NULL,NULL,NULL,NULL
06,0619,061906,JAMINDAN,NULL,NULL,NULL,NULL,NULL,NULL
06,0619,061907,MA-AYON,NULL,NULL,NULL,NULL,NULL,NULL
06,0619,061908,MAMBUSAO,NULL,NULL,NULL,NULL,NULL,NULL
06,0619,061909,PANAY,NULL,NULL,NULL,NULL,NULL,NULL
06,0619,061910,PANITAN,NULL,NULL,NULL,NULL,NULL,NULL
06,0619,061911,PILAR,NULL,NULL,NULL,NULL,NULL,NULL
06,0619,061912,PONTEVEDRA,NULL,NULL,NULL,NULL,NULL,NULL
06,0619,061913,PRESIDENT ROXAS,NULL,NULL,NULL,NULL,NULL,NULL
06,0619,061914,ROXAS CITY (Capital),NULL,NULL,NULL,NULL,NULL,NULL
06,0619,061915,SAPI-AN,NULL,NULL,NULL,NULL,NULL,NULL
06,0619,061916,SIGMA,NULL,NULL,NULL,NULL,NULL,NULL
06,0619,061917,TAPAZ,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063001,AJUY,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063002,ALIMODIAN,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063003,ANILAO,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063004,BADIANGAN,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063005,BALASAN,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063006,BANATE,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063007,BAROTAC NUEVO,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063008,BAROTAC VIEJO,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063009,BATAD,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063010,BINGAWAN,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063012,CABATUAN,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063013,CALINOG,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063014,CARLES,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063015,CONCEPCION,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063016,DINGLE,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063017,DUEAS,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063018,DUMANGAS,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063019,ESTANCIA,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063020,GUIMBAL,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063021,IGBARAS,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063022,ILOILO CITY (Capital),NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063023,JANIUAY,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063025,LAMBUNAO,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063026,LEGANES,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063027,LEMERY,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063028,LEON,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063029,MAASIN,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063030,MIAGAO,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063031,MINA,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063032,NEW LUCENA,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063034,OTON,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063035,CITY OF PASSI,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063036,PAVIA,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063037,POTOTAN,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063038,SAN DIONISIO,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063039,SAN ENRIQUE,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063040,SAN JOAQUIN,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063041,SAN MIGUEL,NULL,NULL,NULL,NULL,NULL,NULL
06,0630,063042,SAN RAFAEL,NULL,NULL,NULL,NULL,NULL,NULL
